id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2302,15628583,Iweobiegbunam,584,France,Female,30.0,5,0.0,3,0.0,0.0,161388.22,1
2303,15576760,Hsiung,683,France,Male,61.0,1,154863.35,1,1.0,1.0,125818.49,0
2304,15580213,Udegbulam,686,France,Female,29.0,0,0.0,2,0.0,0.0,62370.67,0
2305,15641842,Palerma,524,Spain,Male,25.0,5,121132.26,1,0.0,0.0,27448.33,0
2306,15692226,Bellucci,738,France,Female,38.0,8,0.0,2,1.0,1.0,47764.99,0
2307,15578747,McIntyre,738,Spain,Male,35.0,9,0.0,2,1.0,1.0,161581.79,0
2308,15797760,McClinton,678,Spain,Male,29.0,7,0.0,2,1.0,1.0,100843.82,0
2309,15585835,White,775,France,Male,33.0,4,0.0,2,0.0,1.0,128841.31,0
2310,15672574,Uspenskaya,850,Spain,Male,32.0,5,0.0,2,1.0,0.0,3830.59,0
2311,15633378,McGregor,615,France,Female,39.0,9,0.0,2,0.0,0.0,55868.97,0
2312,15785547,Ch'eng,633,Germany,Male,46.0,7,121063.85,2,1.0,1.0,166586.99,1
2313,15662494,Aiken,749,France,Female,42.0,5,144852.06,2,1.0,1.0,116781.71,0
2314,15764021,Arcuri,613,Spain,Female,34.0,1,137811.75,2,1.0,0.0,184856.89,0
2315,15761132,Martin,671,France,Male,49.0,1,0.0,1,1.0,1.0,130846.79,0
2316,15669664,Pinto,675,France,Female,30.0,4,104016.88,1,1.0,0.0,22068.83,0
2317,15698510,Folliero,639,France,Male,41.0,6,0.0,2,1.0,1.0,92867.28,0
2318,15800793,Onwumelu,602,Germany,Male,28.0,3,164858.18,1,0.0,0.0,52820.13,0
2319,15641830,Calabresi,662,France,Female,45.0,3,0.0,1,1.0,0.0,70984.75,1
2320,15737489,Ramsden,610,Spain,Female,43.0,5,116886.59,2,0.0,0.0,107973.44,0
2321,15756560,Johnston,763,Germany,Female,44.0,4,142703.4,1,1.0,0.0,97932.68,1
2322,15624347,Fokine,691,France,Female,33.0,6,0.0,2,1.0,1.0,147715.83,0
2323,15674573,Y?an,619,France,Male,31.0,2,0.0,2,0.0,0.0,177522.01,0
2324,15577107,Manna,684,Spain,Female,43.0,6,119272.29,2,0.0,1.0,168412.07,1
2325,15720559,Maclean,535,France,Male,32.0,6,0.0,2,1.0,0.0,105965.83,0
2326,15663164,Yefremova,619,Germany,Male,26.0,10,111183.53,2,1.0,0.0,106327.85,0
2327,15627185,Ritchie,705,France,Male,36.0,5,0.0,2,1.0,0.0,120790.02,0
2328,15660211,Fanucci,648,Germany,Male,41.0,5,156687.1,1,0.0,0.0,199320.77,0
2329,15692226,Johnstone,594,Spain,Female,49.0,8,132558.26,2,1.0,0.0,168034.9,1
2330,15672437,Pisano,675,France,Male,29.0,9,0.0,2,1.0,0.0,84927.42,0
2331,15763966,Iweobiegbunam,841,Germany,Male,57.0,2,104091.41,1,0.0,1.0,145537.43,1
2332,15672692,Martin,673,France,Male,33.0,1,154525.7,2,1.0,0.0,9984.4,0
2333,15811032,Mancini,686,Spain,Female,35.0,4,0.0,1,0.0,0.0,82469.03,0
2334,15757931,Fang,804,France,Male,36.0,1,0.0,2,1.0,1.0,173195.33,0
2335,15761670,Hs?,581,France,Male,58.0,10,0.0,2,0.0,1.0,5558.47,0
2336,15641183,Chin,628,Germany,Male,40.0,1,96926.12,2,1.0,0.0,97877.92,0
2337,15604544,P'eng,709,France,Male,38.0,9,0.0,1,1.0,0.0,113046.31,0
2338,15757933,Kline,689,France,Female,50.0,2,0.0,1,1.0,1.0,178268.43,0
2339,15787597,Hsu,420,Germany,Male,41.0,6,108377.75,1,1.0,1.0,9904.63,0
2340,15751710,Chimaijem,753,Germany,Male,33.0,4,119688.81,2,1.0,0.0,127875.1,0
2341,15645103,Su,668,Spain,Male,25.0,5,0.0,2,1.0,0.0,131660.31,0
2342,15644796,Trevisani,651,Germany,Male,35.0,7,108269.2,1,1.0,1.0,149073.88,0
2343,15643826,Ch'eng,645,France,Female,33.0,4,92877.33,1,1.0,1.0,179521.24,0
2344,15697034,Biryukov,648,France,Female,47.0,7,157842.07,1,1.0,1.0,154767.34,0
2345,15579994,H?,684,France,Female,39.0,7,0.0,3,1.0,1.0,147535.24,1
2346,15754531,Onyemere,667,Germany,Male,26.0,1,81811.71,2,1.0,1.0,150661.42,0
2347,15627365,Ikedinachukwu,653,France,Male,31.0,9,135923.79,1,1.0,1.0,100556.98,0
2348,15794849,Hsueh,602,France,Female,60.0,3,0.0,1,1.0,0.0,48849.89,1
2349,15782530,Ch'en,710,Germany,Male,44.0,5,99097.89,1,1.0,0.0,10070.2,1
2350,15578096,Onwuamaeze,605,France,Female,37.0,6,0.0,2,1.0,0.0,124872.66,0
2351,15690934,McElhone,679,Germany,Female,25.0,1,129835.26,1,1.0,0.0,146728.47,0
2352,15651581,Power,661,Germany,Female,35.0,2,117212.18,1,1.0,1.0,83052.03,0
2353,15788448,Watson,490,Spain,Male,31.0,4,145260.23,1,1.0,0.0,114066.77,0
2354,15783629,K'ung,537,Spain,Female,47.0,0,83772.95,1,1.0,0.0,109523.88,0
2355,15627232,Chukwudi,850,Spain,Male,40.0,1,123544.0,1,0.0,1.0,86490.09,0
2356,15801417,Baresi,573,France,Female,46.0,9,0.0,1,0.0,0.0,105291.26,0
2357,15791501,T'ien,731,France,Male,38.0,6,0.0,2,1.0,0.0,163714.92,0
2358,15762123,Davide,738,Spain,Female,34.0,0,0.0,2,1.0,1.0,119313.74,0
2359,15740900,Chukwufumnanya,531,France,Male,38.0,10,0.0,2,1.0,0.0,112585.19,0
2360,15751032,Onwuatuegwu,691,Spain,Male,54.0,0,82374.67,4,1.0,1.0,86022.92,1
2361,15641733,Ch'eng,592,France,Female,39.0,6,0.0,1,1.0,0.0,18082.02,0
2362,15585855,Walker,703,Spain,Female,29.0,5,0.0,2,1.0,1.0,111241.37,0
2363,15592461,Onwuamaeze,697,France,Female,43.0,10,0.0,2,0.0,0.0,92887.06,0
2364,15783523,Ts'ai,712,Germany,Male,41.0,2,132667.77,2,1.0,1.0,93336.89,0
2365,15683523,Hsu,659,France,Male,34.0,4,0.0,2,1.0,1.0,51387.8,0
2366,15798521,Nwachukwu,691,Spain,Male,36.0,6,0.0,2,1.0,0.0,90928.02,0
2367,15673551,Hsieh,706,France,Female,37.0,4,0.0,2,0.0,1.0,64483.52,0
2368,15782469,Hsu,679,Spain,Male,28.0,7,0.0,2,0.0,1.0,172576.6,0
2369,15779915,H?,682,France,Male,33.0,4,0.0,2,1.0,0.0,154491.39,0
2370,15595858,Chinwendu,571,Germany,Female,36.0,4,112957.91,2,0.0,0.0,92868.88,0
2371,15582066,Lettiere,633,France,Female,51.0,1,0.0,2,1.0,1.0,162858.83,1
2372,15685841,Hsu,607,Spain,Female,38.0,6,0.0,2,0.0,1.0,124873.23,0
2373,15809087,Landry,598,France,Male,64.0,5,0.0,1,1.0,0.0,195635.3,0
2374,15593914,Chukwukere,607,Germany,Male,29.0,0,133901.79,1,1.0,1.0,129964.13,0
2375,15811594,Brierly,710,Germany,Female,44.0,2,113865.83,1,1.0,0.0,151733.43,1
2376,15589543,Ts'ui,826,Germany,Female,30.0,3,119948.09,2,1.0,0.0,93955.21,0
2377,15802071,Levi,762,Germany,Male,33.0,1,117458.51,2,0.0,0.0,178361.48,0
2378,15571221,Tuan,714,Germany,Male,38.0,5,124427.96,2,0.0,0.0,148087.62,0
2379,15648455,Grieve,775,Germany,Female,51.0,2,134796.87,2,1.0,1.0,90384.26,0
2380,15603840,Chu,599,France,Female,39.0,6,183569.26,1,0.0,0.0,138380.07,1
2381,15643393,O'Donnell,521,France,Male,36.0,8,117468.85,1,1.0,1.0,46786.72,0
2382,15692002,Skelton,538,Spain,Male,33.0,6,93791.38,2,1.0,1.0,199249.29,0
2383,15772573,Simpson,785,France,Female,31.0,2,0.0,2,1.0,1.0,163516.16,0
2384,15592999,Miah,731,Germany,Male,34.0,2,120596.32,1,1.0,1.0,134910.53,0
2385,15721845,Lucchese,591,Germany,Male,30.0,10,147493.07,1,1.0,0.0,79414.0,1
2386,15782442,Ch'iu,705,France,Female,34.0,7,0.0,2,1.0,0.0,1485.32,0
2387,15601503,Tokaryev,562,Spain,Female,35.0,1,0.0,2,0.0,0.0,60688.38,1
2388,15657778,Jefferson,697,Spain,Male,52.0,1,0.0,2,1.0,0.0,103914.4,0
2389,15682860,Lo,736,France,Female,36.0,9,0.0,2,1.0,0.0,104393.78,1
2390,15590097,Ch'eng,537,Spain,Male,34.0,7,136082.0,1,1.0,0.0,62746.54,0
2391,15782997,Chidiegwu,753,France,Female,35.0,6,128926.55,1,1.0,1.0,120594.59,0
2392,15640258,Nwankwo,683,Spain,Male,27.0,1,0.0,2,1.0,0.0,86786.41,0
2393,15752312,Tsao,564,Germany,Female,23.0,1,138825.07,1,1.0,1.0,70563.9,0
2394,15812356,Doherty,722,Germany,Female,40.0,7,89175.06,1,0.0,1.0,152883.95,0
2395,15773971,Nwokezuike,663,France,Female,35.0,0,148061.89,1,1.0,1.0,187816.59,0
2396,15568088,Jamieson,477,Germany,Male,43.0,3,163714.52,1,0.0,0.0,96123.72,0
2397,15794850,Teng,703,France,Female,35.0,10,0.0,2,0.0,0.0,24400.61,0
2398,15774551,Toscani,569,Germany,Female,43.0,9,127655.22,1,1.0,0.0,168816.03,1
2399,15742269,Hsia,573,Spain,Male,31.0,3,0.0,2,1.0,0.0,62390.54,0
2400,15804937,Mazzi,645,France,Female,45.0,3,121537.71,1,0.0,0.0,111676.63,0
2401,15609913,Yobanna,656,France,Female,48.0,9,127728.24,1,1.0,0.0,143628.31,1
2402,15806318,Niu,651,Germany,Male,46.0,4,89743.05,1,1.0,0.0,156425.57,1
2403,15663888,Tuan,681,France,Male,37.0,3,0.0,2,1.0,0.0,104769.96,0
2404,15780254,Gartrell,654,France,Male,40.0,7,0.0,1,1.0,0.0,183872.88,1
2405,15785869,P'eng,642,Spain,Female,32.0,1,0.0,2,1.0,1.0,162643.15,0
2406,15751177,Lucchese,648,France,Male,38.0,7,0.0,2,0.0,0.0,85982.47,0
2407,15692407,Gannon,690,France,Male,23.0,6,125909.85,1,1.0,1.0,70548.96,0
2408,15585031,Milani,513,France,Male,44.0,8,126473.33,1,1.0,0.0,53394.12,1
2409,15773260,T'ao,744,France,Female,47.0,0,127763.24,2,0.0,1.0,100717.54,0
2410,15672299,Ting,543,Germany,Female,40.0,1,127631.62,2,1.0,1.0,102515.42,0
2411,15624170,Maxwell,541,France,Female,25.0,6,109844.81,1,1.0,0.0,25289.23,0
2412,15779973,Gibbons,684,Germany,Male,35.0,3,99967.76,1,0.0,1.0,176882.08,0
2413,15778861,Mazzanti,535,France,Male,38.0,7,0.0,2,1.0,1.0,26318.73,0
2414,15679642,Okechukwu,754,Germany,Male,40.0,6,124596.95,3,1.0,0.0,179843.33,1
2415,15760216,Pokrovskaya,718,France,Female,49.0,6,0.0,1,1.0,0.0,184474.72,1
2416,15634281,Ting,656,France,Female,39.0,6,0.0,2,1.0,0.0,676.48,0
2417,15671137,Ugochukwu,622,France,Male,46.0,0,0.0,1,1.0,0.0,81861.1,0
2418,15602479,Hsueh,679,France,Female,40.0,7,0.0,2,1.0,1.0,187905.12,0
2419,15637235,Tung,686,Germany,Female,29.0,3,126679.69,1,1.0,0.0,134600.98,0
2420,15756475,Niu,588,France,Male,40.0,7,0.0,3,1.0,0.0,91903.9,1
2421,15680141,Thynne,701,France,Male,41.0,3,0.0,2,1.0,1.0,146257.77,0
2422,15790757,P'eng,589,France,Female,21.0,2,0.0,2,1.0,0.0,183566.74,0
2423,15641690,Hsieh,748,France,Male,30.0,5,0.0,1,0.0,1.0,109626.03,0
2424,15752915,Hsueh,472,France,Male,27.0,5,51522.75,2,0.0,1.0,192131.77,0
2425,15700813,Mazzanti,643,Spain,Female,31.0,7,0.0,1,1.0,0.0,147556.25,0
2426,15572744,Iadanza,715,France,Female,38.0,3,0.0,1,1.0,0.0,72993.65,0
2427,15579526,Nkemdirim,728,France,Female,49.0,5,0.0,1,1.0,0.0,139435.75,1
2428,15695339,Lucchesi,517,France,Male,29.0,1,109172.88,1,1.0,1.0,54676.1,0
2429,15642448,Chukwuebuka,678,Spain,Male,32.0,9,0.0,2,0.0,0.0,19264.33,1
2430,15586880,Chiazagomekpere,776,Germany,Female,45.0,7,98799.13,1,1.0,0.0,79414.0,0
2431,15594556,Yobanna,684,France,Male,30.0,8,161525.96,1,1.0,1.0,121765.0,0
2432,15663964,Rizzo,682,Spain,Male,34.0,9,0.0,2,1.0,0.0,164741.75,0
2433,15782625,Martin,642,France,Male,27.0,6,80780.67,1,1.0,1.0,181890.41,0
2434,15593900,Scott,678,Spain,Male,26.0,3,0.0,2,0.0,1.0,95583.45,0
2435,15725429,Tien,569,Spain,Female,40.0,9,0.0,2,0.0,0.0,116969.39,0
2436,15660840,Hopkins,514,France,Male,39.0,7,124119.54,1,1.0,1.0,136915.15,0
2437,15754940,Mollison,683,France,Male,38.0,2,104887.43,2,1.0,1.0,35342.33,0
2438,15758043,K?,638,Spain,Female,30.0,8,114552.6,1,1.0,1.0,92220.12,0
2439,15800434,Johnson,634,France,Male,39.0,8,119912.57,2,1.0,1.0,173516.71,0
2440,15753372,H?,614,France,Male,31.0,5,0.0,2,1.0,0.0,88659.04,0
2441,15572762,Trevisani,710,France,Female,40.0,8,0.0,2,1.0,1.0,121425.5,0
2442,15732903,Hao,603,France,Male,37.0,8,0.0,1,1.0,1.0,107499.5,0
2443,15613014,Yefremova,610,France,Male,30.0,0,0.0,2,0.0,0.0,139964.38,0
2444,15623668,Johnson,653,Germany,Male,33.0,1,154741.45,2,1.0,0.0,25183.01,0
2445,15652069,Calabrese,538,France,Male,29.0,5,0.0,1,0.0,1.0,141860.62,0
2446,15681026,Hsiung,836,Germany,Female,48.0,3,122453.97,3,1.0,0.0,118059.19,1
2447,15696744,Ch'ien,676,France,Female,31.0,4,0.0,3,0.0,0.0,8982.75,1
2448,15636428,Sutherland,703,Spain,Female,45.0,1,0.0,3,1.0,0.0,182784.11,1
2449,15794468,Shih,627,France,Male,27.0,2,0.0,2,1.0,0.0,130824.57,0
2450,15642655,Ch'iu,516,France,Male,31.0,7,0.0,2,1.0,0.0,123982.14,0
2451,15769254,Tien,749,France,Male,38.0,1,0.0,2,1.0,0.0,62700.15,0
2452,15683841,Hamilton,555,Germany,Male,41.0,2,113270.2,2,1.0,1.0,185366.56,0
2453,15576517,Everingham,597,Germany,Male,34.0,7,131082.17,2,1.0,1.0,70618.0,0
2454,15754072,Nwankwo,712,Spain,Female,50.0,8,0.0,1,0.0,0.0,79618.48,1
2455,15646521,Fanucci,729,Spain,Female,31.0,5,0.0,1,1.0,0.0,101371.72,1
2456,15593795,O'Donnell,681,France,Male,48.0,1,111432.13,1,0.0,0.0,99818.79,0
2457,15763706,Milani,730,Germany,Male,35.0,5,161691.57,1,1.0,0.0,158527.44,1
2458,15765806,Hsia,579,France,Female,26.0,4,0.0,2,1.0,1.0,136902.01,0
2459,15665879,Cheatham,696,Germany,Female,40.0,0,141796.43,1,1.0,0.0,45858.49,1
2460,15808846,Lo,745,France,Female,44.0,3,0.0,2,1.0,0.0,131300.96,0
2461,15806467,Boyle,568,Germany,Male,40.0,1,99282.63,1,0.0,0.0,134600.94,0
2462,15788126,Ugochukwu,561,Spain,Female,35.0,3,131317.88,2,0.0,1.0,93766.92,0
2463,15659962,Kenechi,606,Spain,Female,49.0,9,79954.61,1,1.0,0.0,93524.19,1
2464,15746802,Shih,663,Spain,Female,34.0,6,0.0,2,1.0,1.0,49418.35,0
2465,15794868,Ku,544,France,Female,31.0,3,0.0,2,1.0,0.0,177772.03,1
2466,15744691,Kao,661,France,Male,30.0,3,0.0,2,1.0,0.0,181499.87,0
2467,15657812,Hs?,613,France,Male,34.0,2,0.0,2,0.0,1.0,142223.94,0
2468,15652291,Nwankwo,624,France,Male,32.0,5,0.0,2,1.0,0.0,160589.18,0
2469,15694408,Fang,652,France,Male,34.0,1,0.0,2,1.0,0.0,125909.83,0
2470,15808831,T'ien,461,Spain,Male,31.0,8,129968.67,1,0.0,1.0,138849.06,0
2471,15636444,Craig,663,Germany,Female,53.0,2,141616.55,2,1.0,1.0,75888.65,0
2472,15731555,Dufresne,752,France,Female,36.0,1,102989.83,1,1.0,1.0,180426.4,0
2473,15694039,Jen,760,Germany,Female,38.0,9,162888.73,1,1.0,0.0,91098.76,1
2474,15729117,Zetticci,679,Spain,Male,45.0,9,119540.37,2,0.0,1.0,138527.32,0
2475,15639590,White,605,France,Female,30.0,3,0.0,1,1.0,0.0,177622.38,0
2476,15693347,Gardener,667,France,Female,32.0,3,0.0,2,1.0,1.0,75465.41,0
2477,15678775,Hsueh,624,Spain,Male,45.0,0,0.0,2,1.0,0.0,123875.51,0
2478,15749807,Griffin,642,France,Male,35.0,5,125385.01,1,1.0,0.0,110265.24,0
2479,15806901,Ku,609,Germany,Female,40.0,6,166948.67,1,1.0,1.0,64446.74,1
2480,15616676,Mello,452,Spain,Male,37.0,10,160729.1,1,1.0,0.0,149614.81,1
2481,15737408,Efremova,721,France,Male,37.0,5,0.0,2,0.0,0.0,162922.65,0
2482,15775295,Rizzo,629,France,Female,29.0,6,0.0,2,1.0,0.0,111590.35,0
2483,15711571,Hs?,589,France,Female,38.0,1,0.0,1,1.0,0.0,49418.13,1
2484,15617078,Lucchesi,466,Spain,Female,41.0,7,0.0,1,1.0,1.0,141803.77,0
2485,15693825,Chidiebele,777,Spain,Female,31.0,1,142659.6,1,0.0,0.0,171099.22,0
2486,15734565,Hs?,724,Germany,Male,42.0,7,119496.87,1,1.0,0.0,122022.89,0
2487,15578825,Golubev,632,France,Female,29.0,3,139994.66,1,1.0,0.0,17744.72,0
2488,15697948,Nnamdi,717,France,Male,30.0,3,0.0,2,1.0,0.0,117572.59,0
2489,15688876,Wan,822,Spain,Female,39.0,9,0.0,1,1.0,1.0,18826.06,0
2490,15589380,Fraser,713,Germany,Male,40.0,9,114446.84,2,1.0,1.0,87308.18,1
2491,15656319,K?,678,Spain,Male,52.0,7,121391.68,1,1.0,0.0,134790.74,1
2492,15649414,Ojiofor,754,France,Female,30.0,3,87926.29,2,1.0,0.0,121765.0,0
2493,15657868,Lo Duca,729,France,Male,52.0,6,0.0,1,1.0,0.0,149535.97,1
2494,15665956,Tuan,809,France,Male,28.0,5,0.0,2,1.0,0.0,169802.73,0
2495,15772996,Okwudiliolisa,549,France,Male,32.0,7,0.0,2,1.0,1.0,92647.94,0
2496,15589296,T'ien,720,France,Female,28.0,7,114628.06,2,1.0,0.0,180736.01,0
2497,15602918,Baresi,705,Germany,Male,39.0,5,116324.31,1,1.0,0.0,109733.24,0
2498,15719348,Hsiao,513,France,Male,33.0,8,0.0,1,1.0,0.0,76640.29,0
2499,15711398,Fetherstonhaugh,525,France,Female,27.0,6,0.0,2,1.0,1.0,89566.64,0
2500,15634141,Okwuadigbo,730,France,Female,36.0,5,0.0,2,1.0,1.0,54416.43,0
2501,15599410,Kambinachi,699,France,Female,51.0,10,0.0,2,1.0,1.0,137794.28,0
2502,15776734,T'ang,711,France,Male,40.0,9,133889.0,1,1.0,1.0,62452.01,0
2503,15747960,Eluemuno,702,France,Male,33.0,5,0.0,1,1.0,0.0,7666.73,1
2504,15644297,Hargreaves,731,France,Female,39.0,2,126816.18,1,1.0,1.0,74850.93,0
2505,15706037,Ch'en,667,Germany,Female,43.0,2,106536.54,1,0.0,0.0,121151.1,1
2506,15623502,Morrison,550,Spain,Female,32.0,4,102520.37,1,1.0,1.0,164213.53,0
2507,15583073,Pagnotto,714,France,Female,46.0,1,0.0,1,1.0,1.0,186489.95,1
2508,15593838,Aksyonov,496,France,Male,33.0,3,172448.76,1,1.0,0.0,62700.5,0
2509,15751554,Ts'ui,711,France,Female,46.0,9,0.0,1,1.0,0.0,145700.22,1
2510,15777596,Ts'ui,699,France,Female,38.0,9,0.0,2,0.0,1.0,174027.8,0
2511,15775104,Shao,850,France,Female,34.0,6,0.0,1,0.0,1.0,112333.22,0
2512,15710138,Sun,718,Spain,Male,39.0,6,0.0,1,0.0,1.0,63889.1,0
2513,15801832,Ch'eng,561,Germany,Female,52.0,8,123911.58,1,1.0,0.0,166479.99,1
2514,15627881,Ting,645,France,Male,25.0,1,0.0,2,0.0,1.0,171708.66,0
2515,15789432,Marsden,451,France,Male,25.0,6,0.0,2,1.0,0.0,184954.11,0
2516,15648876,King,501,France,Female,27.0,6,0.0,1,1.0,0.0,28092.77,0
2517,15731543,Mazzanti,705,France,Male,45.0,6,0.0,2,1.0,0.0,120105.85,0
2518,15770984,Fan,752,Spain,Male,24.0,1,75499.24,2,0.0,1.0,69767.14,0
2519,15752801,Nwokeocha,591,France,Female,41.0,1,0.0,2,1.0,1.0,71139.12,0
2520,15659098,Y?an,525,Germany,Female,51.0,7,113599.67,1,0.0,0.0,165879.06,1
2521,15682472,Manna,709,France,Male,35.0,8,0.0,1,1.0,0.0,128882.66,0
2522,15583692,Hsia,597,France,Male,42.0,3,0.0,2,0.0,1.0,175235.99,0
2523,15572051,K?,684,Germany,Female,43.0,8,117034.32,1,0.0,1.0,72993.67,1
2524,15578307,Jamieson,693,France,Female,33.0,8,121685.31,2,1.0,1.0,83681.97,0
2525,15572626,Onio,632,France,Female,46.0,8,0.0,2,1.0,1.0,27886.77,0
2526,15589312,Maclean,607,France,Male,41.0,6,0.0,2,0.0,0.0,166682.57,0
2527,15680150,Pirozzi,682,France,Male,29.0,4,0.0,2,1.0,1.0,111421.71,0
2528,15768342,Gadsdon,586,Germany,Female,58.0,2,127843.24,1,1.0,0.0,127059.02,1
2529,15627665,Frolov,662,Spain,Female,35.0,7,108883.8,1,1.0,1.0,181489.77,0
2530,15605622,Palermo,794,Germany,Female,38.0,6,124616.31,2,0.0,1.0,96517.97,0
2531,15784736,Jamieson,562,France,Male,29.0,6,136855.24,2,1.0,0.0,46864.0,0
2532,15602812,Hsiao,652,Germany,Male,37.0,5,153360.46,2,0.0,0.0,94439.0,0
2533,15643330,Woods,637,France,Female,29.0,4,105239.1,1,1.0,1.0,19700.24,0
2534,15815040,Tsao,751,France,Male,31.0,7,0.0,2,1.0,0.0,180622.02,0
2535,15635177,Hsueh,727,France,Male,36.0,9,0.0,2,0.0,1.0,150661.42,0
2536,15655360,Shih,576,France,Male,39.0,1,0.0,2,0.0,1.0,140764.11,0
2537,15736397,Ts'ui,687,France,Male,33.0,9,0.0,2,1.0,0.0,153895.56,0
2538,15582910,Turnbull,514,France,Male,38.0,1,112230.38,1,1.0,0.0,16717.11,0
2539,15576526,P'eng,752,France,Male,36.0,5,164557.95,1,1.0,0.0,82868.33,0
2540,15744105,Nwokeocha,774,France,Female,54.0,2,0.0,2,1.0,0.0,120830.73,1
2541,15582515,Udegbunam,636,Germany,Male,40.0,8,129964.55,1,1.0,0.0,74965.95,1
2542,15587177,Lloyd,523,Spain,Male,40.0,5,0.0,1,1.0,1.0,175853.64,0
2543,15682839,Genovesi,575,France,Male,57.0,8,137936.94,2,0.0,1.0,84475.13,0
2544,15574554,O'Sullivan,762,Spain,Female,30.0,4,0.0,2,1.0,1.0,179843.53,0
2545,15693764,Onyeorulu,632,France,Female,31.0,0,0.0,2,1.0,0.0,60920.03,0
2546,15663883,Tien,706,France,Male,32.0,8,0.0,2,1.0,1.0,35625.29,0
2547,15744044,Hao,675,Spain,Male,31.0,2,103396.54,1,1.0,0.0,89543.25,0
2548,15694143,Genovese,554,Spain,Female,44.0,6,0.0,1,1.0,1.0,55775.72,0
2549,15725478,McIntyre,667,France,Female,44.0,5,0.0,2,0.0,1.0,176580.46,0
2550,15788025,Shao,564,France,Male,37.0,1,0.0,1,1.0,1.0,153604.44,1
2551,15671383,Onyemauchechukwu,595,France,Male,31.0,5,118307.28,1,1.0,0.0,136675.92,0
2552,15808523,Milne,821,France,Male,33.0,7,148962.13,1,1.0,1.0,109496.64,0
2553,15662908,Cattaneo,556,Germany,Male,28.0,3,151659.52,2,0.0,0.0,166476.95,0
2554,15593365,Hs?eh,678,France,Male,31.0,2,0.0,2,1.0,0.0,92381.01,0
2555,15807923,Alexeeva,534,France,Female,38.0,10,84445.68,1,1.0,1.0,137079.86,0
2556,15771673,Yobanna,583,France,Female,40.0,4,0.0,2,1.0,1.0,174916.35,0
2557,15681327,Shih,579,France,Female,27.0,5,0.0,2,1.0,0.0,162699.7,0
2558,15698839,Ch'ien,588,France,Female,35.0,9,121884.31,1,0.0,1.0,169415.61,0
2559,15672374,L?,635,France,Male,35.0,7,0.0,2,1.0,0.0,61164.6,0
2560,15742613,Hsu,698,France,Female,30.0,10,0.0,1,1.0,0.0,171733.22,1
2561,15679801,Smith,594,Spain,Female,40.0,2,0.0,2,1.0,0.0,134862.94,0
2562,15750121,Chukwueloka,516,France,Male,42.0,6,0.0,2,1.0,0.0,96670.2,0
2563,15673342,K'ung,703,France,Male,36.0,2,0.0,1,1.0,1.0,108790.95,0
2564,15601176,Efimov,581,France,Female,40.0,10,0.0,1,1.0,0.0,85801.72,1
2565,15682355,Tien,744,France,Male,37.0,6,0.0,2,1.0,1.0,137944.16,0
2566,15632365,Booth,542,Germany,Male,33.0,9,142871.27,2,0.0,1.0,77737.86,0
2567,15573330,Mazzi,652,Spain,Female,33.0,10,0.0,1,1.0,1.0,146033.62,0
2568,15798856,H?,641,France,Female,38.0,2,0.0,2,1.0,1.0,5983.4,0
2569,15700946,Nnachetam,551,France,Male,36.0,7,120825.7,1,0.0,1.0,126796.69,0
2570,15693526,Tsao,607,Germany,Male,33.0,1,115350.63,1,1.0,1.0,179032.68,0
2571,15747534,T'ao,710,France,Male,36.0,2,0.0,2,1.0,0.0,166850.56,0
2572,15756848,Duke,714,France,Male,32.0,5,0.0,2,1.0,0.0,92568.07,0
2573,15607884,Wallace,656,France,Female,39.0,8,0.0,1,1.0,1.0,101168.9,0
2574,15656537,Hs?,668,France,Male,36.0,8,0.0,1,1.0,0.0,83700.72,0
2575,15693499,Pai,642,France,Male,29.0,8,0.0,2,1.0,1.0,149369.45,0
2576,15586629,Monds,669,France,Male,34.0,4,0.0,2,1.0,1.0,122580.48,0
2577,15721487,Ritchie,653,France,Female,36.0,5,72664.0,1,1.0,1.0,175082.2,0
2578,15582979,Ch'ien,611,Germany,Male,35.0,2,149961.61,1,1.0,1.0,141400.51,0
2579,15645323,Ritchie,667,France,Female,34.0,1,0.0,2,0.0,1.0,119110.03,0
2580,15658100,Piccio,611,France,Female,38.0,9,0.0,2,0.0,0.0,140724.64,0
2581,15658364,Nwachukwu,686,Spain,Male,37.0,3,0.0,2,1.0,1.0,142903.44,0
2582,15774727,Chukwuebuka,553,France,Male,34.0,8,172390.74,1,1.0,0.0,173365.9,0
2583,15750141,Yermolayeva,590,France,Female,38.0,2,0.0,2,0.0,1.0,138537.1,0
2584,15709861,Onyemauchechukwu,605,France,Male,42.0,10,0.0,2,1.0,0.0,134483.58,0
2585,15585490,Nkemdilim,684,France,Female,28.0,4,0.0,1,0.0,1.0,65166.6,0
2586,15707138,Tung,707,France,Female,44.0,2,137453.21,1,1.0,0.0,149991.29,0
2587,15692235,Bellucci,750,France,Male,31.0,1,0.0,2,1.0,1.0,47764.99,0
2588,15661349,Udegbunam,583,France,Male,28.0,6,0.0,2,1.0,0.0,106655.02,0
2589,15713352,Udinese,648,France,Male,46.0,10,0.0,2,1.0,1.0,166876.55,0
2590,15566139,Ts'ui,526,France,Male,37.0,1,53573.18,1,1.0,0.0,53581.14,0
2591,15757811,K?,687,France,Male,39.0,6,154495.74,1,1.0,0.0,166324.79,0
